confidence,description,domainelement_pk,frequency,id,jsondata,loan,markup_description,name,pk,valueset_pk
,,,,ENGLISH-72-1,{},False,,s3n,175605,157008
,,,,ENGLISH-73-1,{},False,,mun,175606,157009
,,,,ENGLISH-74-1,{},False,,star,175607,157010
,,,,ENGLISH-75-1,{},False,,wat3r,175608,157011
,,,,ENGLISH-76-1,{},False,,rein,175609,157012
,,,,ENGLISH-77-1,{},False,,ston,175610,157013
,,,,ENGLISH-78-1,{},False,,sEnd,175611,157014
,,,,ENGLISH-79-1,{},False,,3r8,175612,157015
,,,,ENGLISH-80-1,{},False,,klaud,175613,157016
,,,,ENGLISH-81-1,{},False,,smok,175614,157017
,,,,ENGLISH-82-1,{},False,,fEir,175615,157018
,,,,ENGLISH-83-1,{},False,,ES,175616,157019
,,,,ENGLISH-84-1,{},False,,b3rn,175617,157020
,,,,ENGLISH-85-1,{},False,,pE8,175618,157021
,,,,ENGLISH-86-1,{},True,,maunt3n,175619,157022
,,,,ENGLISH-87-1,{},False,,rEd,175620,157023
,,,,ENGLISH-88-1,{},False,,grin,175621,157024
,,,,ENGLISH-89-1,{},False,,yElo,175622,157025
,,,,ENGLISH-90-1,{},False,,wh~Eit,175623,157026
,,,,ENGLISH-91-1,{},False,,blEk,175624,157027
,,,,ENGLISH-92-1,{},False,,nEit,175625,157028
,,,,ENGLISH-93-1,{},False,,hat,175626,157029
,,,,ENGLISH-94-1,{},False,,kold,175627,157030
,,,,ENGLISH-95-1,{},False,,ful,175628,157031
,,,,ENGLISH-96-1,{},False,,nu,175629,157032
,,,,ENGLISH-97-1,{},False,,gud,175630,157033
,,,,ENGLISH-98-1,{},True,,rawnd,175631,157034
,,,,ENGLISH-99-1,{},False,,drEi,175632,157035
,,,,ENGLISH-100-1,{},False,,nem,175633,157036
