classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese",Oth.CREOLES_AND_PIDGINS,ango1258,aoa,ago,,Creole,Indo-European,ANGOLAR,{},0.25,False,6.5,,Angolar,13200,9713,False,"ANGOLAR{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese}
 1    0.25    6.50       13200   ago   aoa
1 I	am //
2 you	bo //
3 we	no //
12 two	do8u //
18 person	%ng~e //
19 fish	%kikie //
21 dog	ka8o //
22 louse	iru //
23 tree	po //
25 leaf	fia //
28 skin	pEli //
30 blood	8ang~i //
31 bone	oso //
34 horn	ng~Ela, konEta //
39 ear	oriya //
40 eye	we //
41 nose	nd~esi //
43 tooth	dEnc~i //
44 tongue	lungw$a //
47 knee	%vEmp~una //
48 hand	mo //
51 breast	mama //
53 liver	inc~ima //
54 drink	bebe //
57 see	bE //
58 hear	nd~ //
61 die	mui //
66 come	bi //
72 sun	%nk~umb~i //
74 star	%tEtEmb~u //
75 water	awa //
77 stone	%mb~uru //
82 fire	fogo //
85 path	monc~a //
86 mountain	mund~u //
92 night	%nc~uku //
95 full	ca, caru //
96 new	novu //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9713,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese",Oth.CREOLES_AND_PIDGINS,kabu1256,kea,,,Creole,Indo-European,CAPE_VERDEAN_CREOLE,{},15.07,False,-23.6,,Cape Verdean Creole,734130,9722,False,"CAPE_VERDEAN_CREOLE{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese}
 1   15.07  -23.60      734130         kea
1 I	ami, mi //
2 you	bu, abo //
3 we	nu, nos //
11 one	un //
12 two	dos //
18 person	pesoa //
19 fish	peSi //
23 tree	arvi //
28 skin	peli //
30 blood	sang~i //
34 horn	kornu //
43 tooth	dent~i //
48 hand	mon //
54 drink	bebe //
57 see	oja //
58 hear	ubi, obi //
61 die	more //
66 come	ben //
72 sun	sol //
74 star	strela //
75 water	agu //
77 stone	pedra //
85 path	kami5u //
86 mountain	mont~a5a //
92 night	noti //
96 new	noba //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9722,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese",Oth.CREOLES_AND_PIDGINS,fada1250,fab,,,Creole,Indo-European,FA_D_AMBU,{},-1.42,False,5.58,,Fa D Ambu,6600,9724,False,"FA_D_AMBU{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese}
 1   -1.42    5.58        6600         fab
1 I	mu //
2 you	bo //
3 we	nos //
12 two	dos //
18 person	3Ng3 //
19 fish	piSi //
23 tree	opa //
43 tooth	dENCi //
48 hand	oma* //
54 drink	b3b3 //
66 come	bi //
75 water	awa //
77 stone	budu //
86 mountain	Liki //",Oth,CREOLES_AND_PIDGINS,9724,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,LesserAntilleanFrenchCreole",Oth.CREOLES_AND_PIDGINS,guad1242,gcf,gdl,,Creole,Indo-European,GUADELOUPE_CREOLE,{},16.25,False,-61.5,,Guadeloupe Creole,849000,9730,False,"GUADELOUPE_CREOLE{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,LesserAntilleanFrenchCreole}
 1   16.25  -61.50      849000   gdl   gcf
1 I	man, mw~en //
3 we	nu //
11 one	an, on //
12 two	de //
18 person	mun //
19 fish	pw~ason //
21 dog	Sien //
22 louse	pu //
23 tree	py~ebw~a //
28 skin	po //
30 blood	san //
31 bone	zo //
34 horn	kon //
39 ear	zozey //
40 eye	zye //
41 nose	ne //
43 tooth	dan //
44 tongue	laN //
47 knee	Zunu //
48 hand	men //
51 breast	tete //
53 liver	fwa //
54 drink	bw~e //
57 see	vwe //
58 hear	tand~e, tann //
61 die	mo //
66 come	vini //
72 sun	soley //
74 star	zetwal //
75 water	dlo //
77 stone	roX //
82 fire	dife //
85 path	Simen //
86 mountain	mont~aNn //
92 night	lannuit //
95 full	plen //
96 new	nef //
100 name	non //",Oth,CREOLES_AND_PIDGINS,9730,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,GuyanicCreoleFrench",Oth.CREOLES_AND_PIDGINS,guia1246,gcr,gfr,,Creole,Indo-European,GUIANESE_CREOLE_FRENCH,{},5.0,False,-53.0,,Guianese Creole French,50000,9731,False,"GUIANESE_CREOLE_FRENCH{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,GuyanicCreoleFrench}
 1    5.00  -53.00       50000   gfr   gcr
1 I	mo //
2 you	to //
3 we	nu //
11 one	un, run //
18 person	mun, peson //
19 fish	pw~azon //
21 dog	Sy~en //
22 louse	pu //
23 tree	py~ebw~a //
25 leaf	fey //
28 skin	lapo //
30 blood	disan //
31 bone	zo //
39 ear	zore, zorey //
40 eye	wey //
43 tooth	dan //
44 tongue	laN //
47 knee	junu //
48 hand	lanmen //
51 breast	potrin //
54 drink	bw~e, pipe //
57 see	we //
58 hear	tande //
61 die	muri //
66 come	vini, vin //
72 sun	soley //
74 star	zetwel //
75 water	dlo, dilo //
77 stone	roS //
82 fire	dife, fe //
85 path	rut //
86 mountain	montaNn~ //
92 night	lanuit //
95 full	plen //
96 new	nuvo //
100 name	non //",Oth,CREOLES_AND_PIDGINS,9731,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese",Oth.CREOLES_AND_PIDGINS,uppe1455,pov,gbc,,Creole,Indo-European,GUINEA_BISSAU_CRIOULO,{},12.0,False,-15.0,,Guinea Bissau Crioulo,285800,9732,False,"GUINEA_BISSAU_CRIOULO{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese}
 1   12.00  -15.00      285800   gbc   pov
1 I	n //
2 you	bu //
3 we	no //
11 one	un //
12 two	dus //
18 person	algin, pekadur //
19 fish	pis //
21 dog	kaCur //
23 tree	po //
34 horn	kornu //
39 ear	oreya //
40 eye	udyu //
43 tooth	dinti //
48 hand	mon //
51 breast	mama //
54 drink	bibi //
57 see	oya //
58 hear	obi //
61 die	more //
66 come	bin //
72 sun	sol //
75 water	yagu //
82 fire	fugu //
85 path	kaminyu //
92 night	noti //
96 new	nobu //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9732,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench",Oth.CREOLES_AND_PIDGINS,hait1244,hat,hcr,,Creole,Indo-European,HAITIAN_CREOLE,{},19.0,False,-72.5,,Haitian Creole,7613800,9735,False,"HAITIAN_CREOLE{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench}
 1   19.00  -72.50     7613800   hcr   hat
1 I	mw~e* //
3 we	nu //
11 one	yu* //
12 two	de //
18 person	mu* //
19 fish	pw~aso* //
21 dog	Se* //
22 louse	pu //
23 tree	py~ebw~a //
25 leaf	fEy //
28 skin	po //
30 blood	sa* //
31 bone	zo //
34 horn	ko* //
39 ear	zorEy //
40 eye	zy~e //
41 nose	ne* //
43 tooth	da* //
44 tongue	laN, la*g //
47 knee	Zenu //
48 hand	me* //
51 breast	tete, se* //
53 liver	fw~a //
54 drink	bw~E //
57 see	wE //
58 hear	ta*de //
61 die	muri //
66 come	vini //
72 sun	solEy //
74 star	etw~al //
75 water	dlo //
77 stone	roS //
82 fire	dife //
85 path	Seme*, rut //
86 mountain	mo*, mo*tay //
92 night	lanuit //
95 full	ple* //
96 new	nuvo, nEf //
100 name	no* //",Oth,CREOLES_AND_PIDGINS,9735,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,GuyanicCreoleFrench",Oth.CREOLES_AND_PIDGINS,kari1301,kmv,,,Creole,Indo-European,KARIPUNA_CREOLE,{},3.83,False,-51.5,,Karipuna Creole,2400,9740,False,"KARIPUNA_CREOLE{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Circum-CaribbeanFrench,GuyanicCreoleFrench}
 1    3.83  -51.50        2400         kmv
1 I	mo //
3 we	no //
11 one	un, in //
12 two	de //
18 person	mun //
19 fish	pw~aso* //
21 dog	Se*, %zohe fizi //
22 louse	pu //
23 tree	bw~a, py~e //
25 leaf	fei //
28 skin	lapo //
30 blood	jisa* //
31 bone	zo //
34 horn	kon //
39 ear	zohe //
40 eye	%wei //
41 nose	ne //
43 tooth	da* //
44 tongue	laN //
47 knee	Zunu //
48 hand	lame* //
51 breast	%poth~in //
53 liver	fw~a //
54 drink	bw~e //
57 see	we //
58 hear	ta*de //
61 die	muhi //
66 come	vin, vini //
72 sun	solei //
74 star	ztw~el //
75 water	jilo, dlo //
77 stone	hoS //
82 fire	jife //
92 night	nuit //
96 new	nov //
100 name	no* //",Oth,CREOLES_AND_PIDGINS,9740,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Indo-Portuguesic,NorthernIndo-Portuguesic",Oth.CREOLES_AND_PIDGINS,korl1238,vkp,,,Creole,Indo-European,KORLAI,{},18.52,False,72.9,,Korlai,750,9743,False,"KORLAI{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Indo-Portuguesic,NorthernIndo-Portuguesic}
 1   18.52   72.90         750         vkp
1 I	yo //
2 you	wo //
3 we	no //
12 two	doy //
18 person	piso //
19 fish	peS //
21 dog	ka*w //
22 louse	piyol //
23 tree	alb //
25 leaf	fol //
28 skin	pal //
30 blood	sayN //
31 bone	os //
34 horn	%SiN //
39 ear	owid //
40 eye	ol //
41 nose	naris //
43 tooth	dant~ //
44 tongue	liN //
47 knee	copa //
48 hand	ma*w //
51 breast	peyt //
53 liver	fig //
54 drink	bebe //
57 see	parse //
58 hear	owi //
61 die	mhure //
66 come	vi //
72 sun	sol //
74 star	istrel //
75 water	ag //
77 stone	pad //
82 fire	fog //
85 path	kami //
86 mountain	%sar //
92 night	anot //
95 full	%iCid //
96 new	nob //
100 name	nom //",Oth,CREOLES_AND_PIDGINS,9743,
"Pidgin,Romancebased","Pidgin,Romancebasedpidgin",Oth.CREOLES_AND_PIDGINS,ling1242,pml,,,Pidgin,Pidgin,LINGUA_FRANCA,{},33.86,False,10.85,,Lingua Franca,0,9747,True,"LINGUA_FRANCA{Oth.CREOLES_AND_PIDGINS|Pidgin,Romancebased@Pidgin,Romancebasedpidgin}
 1   33.86   10.85       -1850         pml
1 I	mi //
2 you	ti //
18 person	umbre //
21 dog	perro, cane //
57 see	mirar //
95 full	pyeno, inCito //",Oth,CREOLES_AND_PIDGINS,9747,1850
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole",Oth.CREOLES_AND_PIDGINS,mori1278,mfe,mcr,,Creole,Indo-European,MAURITIAN,{},-20.33,False,57.5,,Mauritian,1135000,9749,False,"MAURITIAN{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole}
 1  -20.33   57.50     1135000   mcr   mfe
1 I	mo //
2 you	to //
3 we	nu //
11 one	en //
12 two	de //
18 person	dimun, dumun //
19 fish	pw~aso* //
21 dog	lisy~E* //
22 louse	lipu //
23 tree	py~e //
25 leaf	fey //
28 skin	lapo //
30 blood	disa* //
31 bone	lezo //
34 horn	kon //
39 ear	zorey //
40 eye	lizye //
41 nose	nene //
43 tooth	ledan //
44 tongue	lalang~ //
47 knee	zenu, zunu //
48 hand	lame //
51 breast	tete, dudu //
53 liver	lefwa //
54 drink	bw~ax //
57 see	truv //
58 hear	ta*de //
61 die	mox //
66 come	vini //
72 sun	soley //
74 star	zetw~al //
75 water	delo //
77 stone	%ros //
82 fire	dife //
85 path	sime //
86 mountain	mo*ta5 //
92 night	asw~ar, lanw~it //
95 full	ra*pli //
96 new	nuvo //
100 name	no* //",Oth,CREOLES_AND_PIDGINS,9749,
"Creole,Spanishbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic,SouthCastilic",Oth.CREOLES_AND_PIDGINS,pale1260,pln,,,Creole,Indo-European,PALENQUERO,{},10.33,False,-75.33,,Palenquero,500,9760,False,"PALENQUERO{Oth.CREOLES_AND_PIDGINS|Creole,Spanishbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic,SouthCastilic}
 1   10.33  -75.33         500         pln
1 I	i //
2 you	bo //
3 we	suto //
21 dog	pelo, pElo //
30 blood	pala //
39 ear	oleha //
40 eye	oho //
41 nose	nari //
54 drink	bebe //
61 die	luNga //
66 come	mini //
72 sun	so //
75 water	apu //
86 mountain	monde //",Oth,CREOLES_AND_PIDGINS,9760,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Luso-AsianCreole",Oth.CREOLES_AND_PIDGINS,mala1533,mcm,mlc,,Creole,Indo-European,PAPIA_KRISTANG,{},2.2,False,102.27,,Papia Kristang,2150,9761,False,"PAPIA_KRISTANG{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,Luso-AsianCreole}
 1    2.20  102.27        2150   mlc   mcm
1 I	yo //
2 you	bos //
3 we	nus //
11 one	Nua //
12 two	dos //
18 person	je*ti, pesua //
19 fish	pesi //
21 dog	kaCoru //
22 louse	piolu //
23 tree	albi //
25 leaf	fola //
28 skin	kaska, peli //
30 blood	sa*Ni //
31 bone	osu //
39 ear	ubida //
40 eye	olu //
41 nose	naris //
43 tooth	de*ti //
44 tongue	li*Nu //
47 knee	nz~elu //
48 hand	maN //
51 breast	mama, tete //
53 liver	fildu //
54 drink	bebeh //
57 see	olah //
58 hear	ubih //
61 die	mureh //
66 come	beN //
72 sun	sol //
74 star	strela //
75 water	agu //
77 stone	pedra //
82 fire	fogu //
85 path	kami5u //
86 mountain	mo*ta5a //
92 night	a*uti //
95 full	Ceu //
96 new	nubu //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9761,
"Creole,Iberianbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese",Oth.CREOLES_AND_PIDGINS,papi1253,pap,pap,,Creole,Indo-European,PAPIAMENTO,{},12.25,False,-69.0,,Papiamento,321300,9762,False,"PAPIAMENTO{Oth.CREOLES_AND_PIDGINS|Creole,Iberianbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,UpperGuineaPortuguese}
 1   12.25  -69.00      321300   pap   pap
1 I	mi //
2 you	bo, abo //
3 we	anos, nos //
11 one	un //
12 two	dos //
18 person	persona, hende //
19 fish	piska //
21 dog	kaCo //
22 louse	pieu //
23 tree	palo, palu //
25 leaf	%blaCi //
28 skin	kuero, kueru //
30 blood	saNger, saNgro //
31 bone	weso, wesu //
34 horn	kaCo, kaCu //
39 ear	horeya, orea //
40 eye	%wowo //
41 nose	naniSi //
43 tooth	jente //
44 tongue	leNga //
47 knee	rudia //
48 hand	man //
51 breast	peCu, tete //
53 liver	higra, igra //
54 drink	bebe //
57 see	mira, bishita //
58 hear	tende //
61 die	dou, muri //
66 come	bin, bini //
72 sun	solo //
74 star	strea, streya //
75 water	awa //
77 stone	pieda, piedra //
82 fire	kandela //
85 path	kaminda, karetera //
86 mountain	sero, seru //
92 night	noCi //
95 full	yen //
96 new	nobo //
100 name	nomber, nombro //",Oth,CREOLES_AND_PIDGINS,9762,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese,Saotomense-Principense",Oth.CREOLES_AND_PIDGINS,prin1242,pre,pri,,Creole,Indo-European,PRINCIPENSE,{},1.62,False,7.37,,Principense,200,9767,False,"PRINCIPENSE{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese,Saotomense-Principense}
 1    1.62    7.37         200   pri   pre
1 I	ami //
3 we	no //
12 two	dosu //
18 person	%ni*ge //
19 fish	peSi //
21 dog	kaso //
22 louse	%idu //
23 tree	alvure, %upa //
25 leaf	fya, ufya //
30 blood	isE*gi //
31 bone	osu //
34 horn	Sifi //
39 ear	urya //
40 eye	uwe //
41 nose	%iriSi //
43 tooth	idi*Ti //
47 knee	uze //
48 hand	uma* //
51 breast	mama //
54 drink	bebe //
58 hear	te*de //
61 die	mwe, more //
66 come	%Siga //
72 sun	isolu //
74 star	tEla //
75 water	awa //
77 stone	pEda //
82 fire	ufogo, ufogu //
85 path	%ulatu //
86 mountain	%okye //
92 night	unoTi //
96 new	novu //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9767,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French",Oth.CREOLES_AND_PIDGINS,reun1238,rcf,,,Creole,Indo-European,REUNIONNAIS,{},-21.17,False,55.5,,Reunionnais,455000,9768,False,"REUNIONNAIS{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French}
 1  -21.17   55.50      455000         rcf
1 I	mwe*, mi //
2 you	u //
3 we	nu //
11 one	e*n //
12 two	de //
18 person	%mun //
19 fish	pwaso* //
21 dog	sje* //
22 louse	pu //
23 tree	pjedbwa //
25 leaf	fej //
28 skin	po //
30 blood	sa* //
31 bone	zo //
34 horn	korn //
39 ear	zorej //
40 eye	zje //
41 nose	ne //
43 tooth	da* //
44 tongue	la*g //
47 knee	zonu //
48 hand	me* //
51 breast	tete //
53 liver	fwa //
54 drink	bwar //
57 see	vwa //
58 hear	a*ta* //
61 die	mor //
66 come	vje* //
72 sun	solej //
74 star	zetwal //
75 water	lo, dilo //
77 stone	%gale //
82 fire	fe //
85 path	some* //
86 mountain	mo*tan //
92 night	nwi //
95 full	ple* //
96 new	nuvo //
100 name	no* //",Oth,CREOLES_AND_PIDGINS,9768,
"Creole,Portuguesebased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese,Saotomense-Principense",Oth.CREOLES_AND_PIDGINS,saot1239,cri,,,Creole,Indo-European,SANTOMENSE,{},0.3,False,6.62,,Santomense,83000,9769,False,"SANTOMENSE{Oth.CREOLES_AND_PIDGINS|Creole,Portuguesebased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance,Macro-Portuguese,LowerGuineaPortuguese,Saotomense-Principense}
 1    0.30    6.62       83000         cri
1 I	ami //
2 you	bo //
3 we	no* //
12 two	dosu //
18 person	ng~e //
19 fish	piSi //
21 dog	kaso //
22 louse	ilu //
23 tree	po //
25 leaf	fia //
28 skin	pEli //
30 blood	sang~i //
31 bone	oso //
34 horn	konEta //
39 ear	oreya //
40 eye	we //
41 nose	liSi //
43 tooth	dEnc~i //
44 tongue	lingw$a //
47 knee	zunt~a //
48 hand	mo* //
51 breast	mama //
53 liver	figaru //
54 drink	bebe //
57 see	bE, pia //
58 hear	tend~i //
61 die	moli, mui //
66 come	bi //
72 sun	solo //
74 star	StlEla //
75 water	awa //
77 stone	mb~uru //
82 fire	fogo //
85 path	Stlada //
86 mountain	oke //
92 night	noci //
95 full	Sa //
96 new	novu //
100 name	nomi //",Oth,CREOLES_AND_PIDGINS,9769,
"Creole,Frenchbased","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole",Oth.CREOLES_AND_PIDGINS,sese1246,crs,sey,,Creole,Indo-European,SEYCHELLES_CREOLE,{},-4.75,False,55.5,,Seychelles Creole,80200,9772,False,"SEYCHELLES_CREOLE{Oth.CREOLES_AND_PIDGINS|Creole,Frenchbased@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,Isle-de-FranceCreole}
 1   -4.75   55.50       80200   sey   crs
1 I	mo* //
3 we	nu //
11 one	en //
12 two	de //
18 person	dimun, za*s //
19 fish	lapes //
21 dog	lisye* //
23 tree	pye, dibw~a //
25 leaf	fey //
28 skin	pe //
30 blood	disa* //
31 bone	lezo //
39 ear	zorey //
40 eye	lizye //
43 tooth	leda* //
44 tongue	la*gaz //
48 hand	lame* //
51 breast	lasen //
53 liver	lafwa //
54 drink	bw~ar //
57 see	war, truv //
58 hear	ta*n, ta*de //
61 die	mor //
66 come	vin //
72 sun	soley //
75 water	delo, dilo //
77 stone	ros //
82 fire	dife //
85 path	seme*, sime* //
86 mountain	mo*tay //
92 night	lanwit, fernwar //
95 full	ple* //
96 new	nuvo //
100 name	no* //",Oth,CREOLES_AND_PIDGINS,9772,
